Time,PPG
2015-07-24 12:43:10.1,443
2015-07-24 12:43:10.1,458
2015-07-24 12:43:10.2,440
2015-07-24 12:43:10.2,412
2015-07-24 12:43:10.3,399
2015-07-24 12:43:10.3,390
2015-07-24 12:43:10.4,400
2015-07-24 12:43:10.4,399
2015-07-24 12:43:10.5,393
2015-07-24 12:43:10.5,376
2015-07-24 12:43:10.6,378
2015-07-24 12:43:10.6,371
2015-07-24 12:43:10.7,354
2015-07-24 12:43:10.7,368
2015-07-24 12:43:10.8,382
2015-07-24 12:43:10.8,423
2015-07-24 12:43:10.9,457
2015-07-24 12:43:10.9,499
2015-07-24 12:43:11.0,504
2015-07-24 12:43:11.0,489
2015-07-24 12:43:11.1,476
2015-07-24 12:43:11.1,442
2015-07-24 12:43:11.2,422
2015-07-24 12:43:11.2,402
2015-07-24 12:43:11.3,395
2015-07-24 12:43:11.3,387
2015-07-24 12:43:11.4,385
2015-07-24 12:43:11.4,393
2015-07-24 12:43:11.5,368
2015-07-24 12:43:11.5,356
2015-07-24 12:43:11.6,343
2015-07-24 12:43:11.6,348
2015-07-24 12:43:11.7,353
2015-07-24 12:43:11.7,344
2015-07-24 12:43:11.8,354
2015-07-24 12:43:11.8,372
2015-07-24 12:43:11.9,433
2015-07-24 12:43:11.9,499
2015-07-24 12:43:12.0,543
2015-07-24 12:43:12.0,551
2015-07-24 12:43:12.1,505
2015-07-24 12:43:12.1,465
2015-07-24 12:43:12.2,445
2015-07-24 12:43:12.2,433
2015-07-24 12:43:12.3,416
2015-07-24 12:43:12.3,414
2015-07-24 12:43:12.4,430
2015-07-24 12:43:12.4,413
2015-07-24 12:43:12.5,391
2015-07-24 12:43:12.5,378
2015-07-24 12:43:12.6,371
2015-07-24 12:43:12.6,356
2015-07-24 12:43:12.7,359
2015-07-24 12:43:12.8,364
2015-07-24 12:43:12.8,355
2015-07-24 12:43:12.9,363
2015-07-24 12:43:12.9,378
2015-07-24 12:43:13.0,412
2015-07-24 12:43:13.0,475
2015-07-24 12:43:13.1,538
2015-07-24 12:43:13.1,560
2015-07-24 12:43:13.2,543
2015-07-24 12:43:13.2,525
2015-07-24 12:43:13.3,526
2015-07-24 12:43:13.3,523
2015-07-24 12:43:13.4,464
2015-07-24 12:43:13.4,417
2015-07-24 12:43:13.5,384
2015-07-24 12:43:13.5,357
2015-07-24 12:43:13.6,352
2015-07-24 12:43:13.6,354
2015-07-24 12:43:13.7,362
2015-07-24 12:43:13.7,370
2015-07-24 12:43:13.8,402
2015-07-24 12:43:13.8,426
2015-07-24 12:43:13.9,393
2015-07-24 12:43:13.9,361
2015-07-24 12:43:14.0,370
2015-07-24 12:43:14.0,444
2015-07-24 12:43:14.1,491
2015-07-24 12:43:14.1,510
2015-07-24 12:43:14.2,493
2015-07-24 12:43:14.2,462
2015-07-24 12:43:14.3,429
2015-07-24 12:43:14.3,397
2015-07-24 12:43:14.4,375
2015-07-24 12:43:14.4,349
2015-07-24 12:43:14.5,351
2015-07-24 12:43:14.5,355
2015-07-24 12:43:14.6,351
2015-07-24 12:43:14.6,346
2015-07-24 12:43:14.7,344
2015-07-24 12:43:14.7,338
2015-07-24 12:43:14.8,331
2015-07-24 12:43:14.8,321
2015-07-24 12:43:14.9,319
2015-07-24 12:43:14.9,328
2015-07-24 12:43:15.0,348
2015-07-24 12:43:15.0,420
2015-07-24 12:43:15.1,489
2015-07-24 12:43:15.1,529
2015-07-24 12:43:15.2,555
2015-07-24 12:43:15.2,516
2015-07-24 12:43:15.3,460
2015-07-24 12:43:15.3,426
2015-07-24 12:43:15.4,432
2015-07-24 12:43:15.4,430
2015-07-24 12:43:15.5,412
2015-07-24 12:43:15.5,410
2015-07-24 12:43:15.6,403
2015-07-24 12:43:15.6,397
2015-07-24 12:43:15.7,380
2015-07-24 12:43:15.7,391
2015-07-24 12:43:15.8,393
2015-07-24 12:43:15.8,379
2015-07-24 12:43:15.9,378
2015-07-24 12:43:15.9,372
2015-07-24 12:43:16.0,379
2015-07-24 12:43:16.0,408
2015-07-24 12:43:16.1,472
2015-07-24 12:43:16.1,515
2015-07-24 12:43:16.2,504
2015-07-24 12:43:16.2,486
2015-07-24 12:43:16.3,479
2015-07-24 12:43:16.3,459
2015-07-24 12:43:16.4,481
2015-07-24 12:43:16.4,489
2015-07-24 12:43:16.5,445
2015-07-24 12:43:16.5,382
2015-07-24 12:43:16.6,370
2015-07-24 12:43:16.6,366
2015-07-24 12:43:16.7,385
2015-07-24 12:43:16.7,379
2015-07-24 12:43:16.8,387
2015-07-24 12:43:16.8,397
2015-07-24 12:43:16.9,362
2015-07-24 12:43:16.9,366
2015-07-24 12:43:17.0,421
2015-07-24 12:43:17.0,479
2015-07-24 12:43:17.1,523
2015-07-24 12:43:17.1,558
2015-07-24 12:43:17.2,539
2015-07-24 12:43:17.2,477
2015-07-24 12:43:17.3,435
2015-07-24 12:43:17.3,398
2015-07-24 12:43:17.4,380
2015-07-24 12:43:17.4,369
2015-07-24 12:43:17.5,373
2015-07-24 12:43:17.5,383
2015-07-24 12:43:17.6,376
2015-07-24 12:43:17.6,389
2015-07-24 12:43:17.7,390
2015-07-24 12:43:17.7,374
2015-07-24 12:43:17.8,364
2015-07-24 12:43:17.8,393
2015-07-24 12:43:17.9,446
2015-07-24 12:43:17.9,486
2015-07-24 12:43:18.0,507
2015-07-24 12:43:18.0,501
2015-07-24 12:43:18.1,505
2015-07-24 12:43:18.1,484
2015-07-24 12:43:18.2,467
2015-07-24 12:43:18.2,437
2015-07-24 12:43:18.3,419
2015-07-24 12:43:18.3,412
2015-07-24 12:43:18.4,404
2015-07-24 12:43:18.4,393
2015-07-24 12:43:18.5,371
2015-07-24 12:43:18.5,365
2015-07-24 12:43:18.6,363
2015-07-24 12:43:18.6,361
2015-07-24 12:43:18.7,356
2015-07-24 12:43:18.7,357
2015-07-24 12:43:18.8,363
2015-07-24 12:43:18.8,399
2015-07-24 12:43:18.9,479
2015-07-24 12:43:18.9,521
2015-07-24 12:43:19.0,529
2015-07-24 12:43:19.0,506
2015-07-24 12:43:19.1,465
2015-07-24 12:43:19.1,438
2015-07-24 12:43:19.2,436
2015-07-24 12:43:19.2,459
2015-07-24 12:43:19.3,445
2015-07-24 12:43:19.3,404
2015-07-24 12:43:19.4,384
2015-07-24 12:43:19.4,374
2015-07-24 12:43:19.5,373
2015-07-24 12:43:19.5,364
2015-07-24 12:43:19.6,368
2015-07-24 12:43:19.6,366
2015-07-24 12:43:19.7,370
2015-07-24 12:43:19.7,382
2015-07-24 12:43:19.8,441
2015-07-24 12:43:19.8,509
2015-07-24 12:43:19.9,517
2015-07-24 12:43:19.9,525
2015-07-24 12:43:20.0,512
2015-07-24 12:43:20.0,498
2015-07-24 12:43:20.1,464
2015-07-24 12:43:20.1,448
2015-07-24 12:43:20.2,442
2015-07-24 12:43:20.2,427
2015-07-24 12:43:20.3,419
2015-07-24 12:43:20.3,402
2015-07-24 12:43:20.4,386
2015-07-24 12:43:20.4,364
2015-07-24 12:43:20.5,362
2015-07-24 12:43:20.6,370
2015-07-24 12:43:20.6,356
2015-07-24 12:43:20.7,333
2015-07-24 12:43:20.7,321
2015-07-24 12:43:20.8,322
2015-07-24 12:43:20.8,342
2015-07-24 12:43:20.9,426
2015-07-24 12:43:20.9,488
2015-07-24 12:43:21.0,500
2015-07-24 12:43:21.0,495
2015-07-24 12:43:21.1,467
2015-07-24 12:43:21.1,441
2015-07-24 12:43:21.2,424
2015-07-24 12:43:21.2,439
2015-07-24 12:43:21.3,433
2015-07-24 12:43:21.3,407
2015-07-24 12:43:21.4,413
2015-07-24 12:43:21.4,431
2015-07-24 12:43:21.5,419
2015-07-24 12:43:21.5,377
2015-07-24 12:43:21.6,371
2015-07-24 12:43:21.6,380
2015-07-24 12:43:21.7,368
2015-07-24 12:43:21.7,367
2015-07-24 12:43:21.8,370
2015-07-24 12:43:21.8,393
2015-07-24 12:43:21.9,396
2015-07-24 12:43:21.9,439
2015-07-24 12:43:22.0,505
2015-07-24 12:43:22.0,514
2015-07-24 12:43:22.1,493
2015-07-24 12:43:22.1,446
2015-07-24 12:43:22.2,420
2015-07-24 12:43:22.2,401
2015-07-24 12:43:22.3,438
2015-07-24 12:43:22.3,427
2015-07-24 12:43:22.4,382
2015-07-24 12:43:22.4,387
2015-07-24 12:43:22.5,366
2015-07-24 12:43:22.5,361
2015-07-24 12:43:22.6,353
2015-07-24 12:43:22.6,361
2015-07-24 12:43:22.7,361
2015-07-24 12:43:22.7,360
2015-07-24 12:43:22.8,392
2015-07-24 12:43:22.8,408
2015-07-24 12:43:22.9,407
2015-07-24 12:43:22.9,415
2015-07-24 12:43:23.0,485
2015-07-24 12:43:23.0,535
2015-07-24 12:43:23.1,540
2015-07-24 12:43:23.1,492
2015-07-24 12:43:23.2,444
2015-07-24 12:43:23.2,433
2015-07-24 12:43:23.3,427
2015-07-24 12:43:23.3,453
2015-07-24 12:43:23.4,449
2015-07-24 12:43:23.4,413
2015-07-24 12:43:23.5,397
2015-07-24 12:43:23.5,404
2015-07-24 12:43:23.6,401
2015-07-24 12:43:23.6,387
2015-07-24 12:43:23.7,372
2015-07-24 12:43:23.7,366
2015-07-24 12:43:23.8,364
2015-07-24 12:43:23.8,373
2015-07-24 12:43:23.9,370
2015-07-24 12:43:23.9,379
2015-07-24 12:43:24.0,391
2015-07-24 12:43:24.0,462
2015-07-24 12:43:24.1,509
2015-07-24 12:43:24.1,510
2015-07-24 12:43:24.2,478
2015-07-24 12:43:24.2,460
2015-07-24 12:43:24.3,445
2015-07-24 12:43:24.3,431
2015-07-24 12:43:24.4,455
2015-07-24 12:43:24.4,460
2015-07-24 12:43:24.5,435
2015-07-24 12:43:24.5,406
2015-07-24 12:43:24.6,372
2015-07-24 12:43:24.6,359
2015-07-24 12:43:24.7,374
2015-07-24 12:43:24.7,387
2015-07-24 12:43:24.8,358
2015-07-24 12:43:24.8,340
2015-07-24 12:43:24.9,328
2015-07-24 12:43:24.9,366
2015-07-24 12:43:25.0,380
2015-07-24 12:43:25.0,404
2015-07-24 12:43:25.1,472
2015-07-24 12:43:25.1,526
2015-07-24 12:43:25.2,558
2015-07-24 12:43:25.2,524
2015-07-24 12:43:25.3,507
2015-07-24 12:43:25.3,496
2015-07-24 12:43:25.4,463
2015-07-24 12:43:25.4,441
2015-07-24 12:43:25.5,423
2015-07-24 12:43:25.5,403
2015-07-24 12:43:25.6,378
2015-07-24 12:43:25.6,375
2015-07-24 12:43:25.7,390
2015-07-24 12:43:25.7,395
2015-07-24 12:43:25.8,407
2015-07-24 12:43:25.8,405
2015-07-24 12:43:25.9,385
2015-07-24 12:43:25.9,345
2015-07-24 12:43:26.0,355
2015-07-24 12:43:26.0,407
2015-07-24 12:43:26.1,451
2015-07-24 12:43:26.1,487
2015-07-24 12:43:26.2,477
2015-07-24 12:43:26.2,451
2015-07-24 12:43:26.3,418
2015-07-24 12:43:26.3,416
2015-07-24 12:43:26.4,435
2015-07-24 12:43:26.4,441
2015-07-24 12:43:26.5,399
2015-07-24 12:43:26.5,368
2015-07-24 12:43:26.6,374
2015-07-24 12:43:26.6,377
2015-07-24 12:43:26.7,390
2015-07-24 12:43:26.7,393
2015-07-24 12:43:26.8,372
2015-07-24 12:43:26.8,373
2015-07-24 12:43:26.9,382
2015-07-24 12:43:26.9,362
2015-07-24 12:43:27.0,343
2015-07-24 12:43:27.0,396
2015-07-24 12:43:27.1,466
2015-07-24 12:43:27.1,490
2015-07-24 12:43:27.2,485
2015-07-24 12:43:27.2,463
2015-07-24 12:43:27.3,446
2015-07-24 12:43:27.3,431
2015-07-24 12:43:27.4,461
2015-07-24 12:43:27.4,442
2015-07-24 12:43:27.5,397
2015-07-24 12:43:27.5,392
2015-07-24 12:43:27.6,392
2015-07-24 12:43:27.6,395
2015-07-24 12:43:27.7,384
2015-07-24 12:43:27.7,390
2015-07-24 12:43:27.8,398
2015-07-24 12:43:27.8,397
2015-07-24 12:43:27.9,404
2015-07-24 12:43:27.9,455
2015-07-24 12:43:28.0,516
2015-07-24 12:43:28.0,547
2015-07-24 12:43:28.1,559
2015-07-24 12:43:28.1,532
2015-07-24 12:43:28.2,481
2015-07-24 12:43:28.2,464
2015-07-24 12:43:28.3,459
2015-07-24 12:43:28.4,445
2015-07-24 12:43:28.4,398
2015-07-24 12:43:28.4,384
2015-07-24 12:43:28.5,372
2015-07-24 12:43:28.5,369
2015-07-24 12:43:28.6,364
2015-07-24 12:43:28.6,359
2015-07-24 12:43:28.7,368
2015-07-24 12:43:28.8,397
2015-07-24 12:43:28.8,416
2015-07-24 12:43:28.8,398
2015-07-24 12:43:28.9,391
2015-07-24 12:43:29.0,438
2015-07-24 12:43:29.0,497
2015-07-24 12:43:29.1,513
2015-07-24 12:43:29.1,487
2015-07-24 12:43:29.2,466
2015-07-24 12:43:29.2,443
2015-07-24 12:43:29.3,434
2015-07-24 12:43:29.3,414
2015-07-24 12:43:29.4,408
2015-07-24 12:43:29.4,410
2015-07-24 12:43:29.5,386
2015-07-24 12:43:29.5,381
2015-07-24 12:43:29.6,390
2015-07-24 12:43:29.6,383
2015-07-24 12:43:29.7,362
2015-07-24 12:43:29.7,358
2015-07-24 12:43:29.8,360
2015-07-24 12:43:29.8,366
2015-07-24 12:43:29.9,378
2015-07-24 12:43:29.9,378
2015-07-24 12:43:30.0,420
2015-07-24 12:43:30.0,484
2015-07-24 12:43:30.1,538
2015-07-24 12:43:30.1,559
2015-07-24 12:43:30.2,527
2015-07-24 12:43:30.2,481
2015-07-24 12:43:30.3,448
2015-07-24 12:43:30.3,441
2015-07-24 12:43:30.4,451
2015-07-24 12:43:30.4,424
2015-07-24 12:43:30.5,396
2015-07-24 12:43:30.5,369
2015-07-24 12:43:30.6,366
2015-07-24 12:43:30.6,366
2015-07-24 12:43:30.7,366
2015-07-24 12:43:30.7,350
2015-07-24 12:43:30.8,352
2015-07-24 12:43:30.8,349
2015-07-24 12:43:30.9,337
2015-07-24 12:43:30.9,339
2015-07-24 12:43:31.0,343
2015-07-24 12:43:31.0,386
2015-07-24 12:43:31.1,454
2015-07-24 12:43:31.1,514
2015-07-24 12:43:31.2,519
2015-07-24 12:43:31.2,484
2015-07-24 12:43:31.3,461
2015-07-24 12:43:31.3,444
2015-07-24 12:43:31.4,448
2015-07-24 12:43:31.4,475
2015-07-24 12:43:31.5,453
2015-07-24 12:43:31.5,397
2015-07-24 12:43:31.6,361
2015-07-24 12:43:31.6,357
2015-07-24 12:43:31.7,357
2015-07-24 12:43:31.7,377
2015-07-24 12:43:31.8,379
2015-07-24 12:43:31.8,394
2015-07-24 12:43:31.9,377
2015-07-24 12:43:31.9,357
2015-07-24 12:43:32.0,356
2015-07-24 12:43:32.0,346
2015-07-24 12:43:32.1,360
2015-07-24 12:43:32.1,410
2015-07-24 12:43:32.2,491
2015-07-24 12:43:32.2,531
2015-07-24 12:43:32.3,535
2015-07-24 12:43:32.3,508
2015-07-24 12:43:32.4,469
2015-07-24 12:43:32.4,443
2015-07-24 12:43:32.5,420
2015-07-24 12:43:32.5,416
2015-07-24 12:43:32.6,405
2015-07-24 12:43:32.6,393
2015-07-24 12:43:32.7,384
2015-07-24 12:43:32.7,379
2015-07-24 12:43:32.8,375
2015-07-24 12:43:32.8,362
2015-07-24 12:43:32.9,367
2015-07-24 12:43:32.9,368
2015-07-24 12:43:33.0,371
2015-07-24 12:43:33.0,375
2015-07-24 12:43:33.1,371
2015-07-24 12:43:33.1,373
2015-07-24 12:43:33.2,366
2015-07-24 12:43:33.2,419
2015-07-24 12:43:33.3,490
2015-07-24 12:43:33.3,528
2015-07-24 12:43:33.4,521
2015-07-24 12:43:33.4,503
2015-07-24 12:43:33.5,500
2015-07-24 12:43:33.5,456
2015-07-24 12:43:33.6,432
2015-07-24 12:43:33.6,423
2015-07-24 12:43:33.7,409
2015-07-24 12:43:33.7,384
2015-07-24 12:43:33.8,381
2015-07-24 12:43:33.8,381
2015-07-24 12:43:33.9,368
2015-07-24 12:43:33.9,373
2015-07-24 12:43:34.0,375
2015-07-24 12:43:34.0,374
2015-07-24 12:43:34.1,363
2015-07-24 12:43:34.1,372
2015-07-24 12:43:34.2,397
2015-07-24 12:43:34.2,430
2015-07-24 12:43:34.3,473
2015-07-24 12:43:34.3,544
2015-07-24 12:43:34.4,560
2015-07-24 12:43:34.4,541
2015-07-24 12:43:34.5,509
2015-07-24 12:43:34.5,441
2015-07-24 12:43:34.6,400
2015-07-24 12:43:34.6,399
2015-07-24 12:43:34.7,397
2015-07-24 12:43:34.7,405
2015-07-24 12:43:34.8,397
2015-07-24 12:43:34.8,401
2015-07-24 12:43:34.9,376
2015-07-24 12:43:34.9,348
2015-07-24 12:43:35.0,350
2015-07-24 12:43:35.0,357
2015-07-24 12:43:35.1,361
2015-07-24 12:43:35.1,367
2015-07-24 12:43:35.2,371
2015-07-24 12:43:35.2,370
2015-07-24 12:43:35.3,356
2015-07-24 12:43:35.3,391
2015-07-24 12:43:35.4,463
2015-07-24 12:43:35.4,518
2015-07-24 12:43:35.5,518
2015-07-24 12:43:35.5,509
2015-07-24 12:43:35.6,483
2015-07-24 12:43:35.6,448
2015-07-24 12:43:35.7,442
2015-07-24 12:43:35.7,439
2015-07-24 12:43:35.8,425
2015-07-24 12:43:35.8,401
2015-07-24 12:43:35.9,395
2015-07-24 12:43:35.9,389
2015-07-24 12:43:36.0,371
2015-07-24 12:43:36.0,376
2015-07-24 12:43:36.1,379
2015-07-24 12:43:36.1,380
2015-07-24 12:43:36.2,369
2015-07-24 12:43:36.2,376
2015-07-24 12:43:36.3,378
2015-07-24 12:43:36.3,362
2015-07-24 12:43:36.4,394
2015-07-24 12:43:36.4,451
2015-07-24 12:43:36.5,501
2015-07-24 12:43:36.6,511
2015-07-24 12:43:36.6,510
2015-07-24 12:43:36.6,489
2015-07-24 12:43:36.7,467
2015-07-24 12:43:36.7,454
2015-07-24 12:43:36.8,440
2015-07-24 12:43:36.9,436
2015-07-24 12:43:36.9,422
2015-07-24 12:43:37.0,434
2015-07-24 12:43:37.0,420
2015-07-24 12:43:37.1,396
2015-07-24 12:43:37.1,386
2015-07-24 12:43:37.2,386
2015-07-24 12:43:37.2,383
2015-07-24 12:43:37.3,373
2015-07-24 12:43:37.3,380
2015-07-24 12:43:37.4,386
2015-07-24 12:43:37.4,383
2015-07-24 12:43:37.5,400
2015-07-24 12:43:37.5,461
2015-07-24 12:43:37.6,512
2015-07-24 12:43:37.6,516
2015-07-24 12:43:37.7,509
2015-07-24 12:43:37.7,496
2015-07-24 12:43:37.8,492
2015-07-24 12:43:37.8,485
2015-07-24 12:43:37.9,468
2015-07-24 12:43:37.9,426
2015-07-24 12:43:38.0,387
2015-07-24 12:43:38.0,382
2015-07-24 12:43:38.1,377
2015-07-24 12:43:38.1,375
2015-07-24 12:43:38.2,353
2015-07-24 12:43:38.2,352
2015-07-24 12:43:38.3,350
2015-07-24 12:43:38.3,338
2015-07-24 12:43:38.4,345
2015-07-24 12:43:38.4,350
2015-07-24 12:43:38.5,346
2015-07-24 12:43:38.5,343
2015-07-24 12:43:38.6,404
2015-07-24 12:43:38.6,472
2015-07-24 12:43:38.7,496
2015-07-24 12:43:38.7,500
2015-07-24 12:43:38.8,478
2015-07-24 12:43:38.8,448
2015-07-24 12:43:38.9,421
2015-07-24 12:43:38.9,419
2015-07-24 12:43:39.0,412
2015-07-24 12:43:39.0,393
2015-07-24 12:43:39.1,391
2015-07-24 12:43:39.1,388
2015-07-24 12:43:39.2,409
2015-07-24 12:43:39.2,381
2015-07-24 12:43:39.3,392
2015-07-24 12:43:39.3,413
2015-07-24 12:43:39.4,373
2015-07-24 12:43:39.4,366
2015-07-24 12:43:39.5,365
2015-07-24 12:43:39.5,379
2015-07-24 12:43:39.6,424
2015-07-24 12:43:39.6,515
2015-07-24 12:43:39.7,559
2015-07-24 12:43:39.7,546
2015-07-24 12:43:39.8,498
2015-07-24 12:43:39.8,445
2015-07-24 12:43:39.9,421
2015-07-24 12:43:39.9,402
2015-07-24 12:43:40.0,400
2015-07-24 12:43:40.0,394
2015-07-24 12:43:40.1,375
2015-07-24 12:43:40.1,369
2015-07-24 12:43:40.2,368
2015-07-24 12:43:40.2,375
2015-07-24 12:43:40.3,378
2015-07-24 12:43:40.3,384
2015-07-24 12:43:40.4,396
2015-07-24 12:43:40.4,398
2015-07-24 12:43:40.5,426
2015-07-24 12:43:40.5,474
2015-07-24 12:43:40.6,562
2015-07-24 12:43:40.6,560
2015-07-24 12:43:40.7,559
2015-07-24 12:43:40.7,559
2015-07-24 12:43:40.8,560
2015-07-24 12:43:40.8,560
2015-07-24 12:43:40.9,557
2015-07-24 12:43:40.9,535
2015-07-24 12:43:41.0,481
2015-07-24 12:43:41.0,439
2015-07-24 12:43:41.1,414
2015-07-24 12:43:41.1,387
2015-07-24 12:43:41.2,381
2015-07-24 12:43:41.2,374
2015-07-24 12:43:41.3,368
2015-07-24 12:43:41.3,352
2015-07-24 12:43:41.4,354
2015-07-24 12:43:41.4,348
2015-07-24 12:43:41.5,344
2015-07-24 12:43:41.5,383
2015-07-24 12:43:41.6,514
2015-07-24 12:43:41.6,558
2015-07-24 12:43:41.7,559
2015-07-24 12:43:41.7,559
2015-07-24 12:43:41.8,525
2015-07-24 12:43:41.8,477
2015-07-24 12:43:41.9,444
2015-07-24 12:43:41.9,433
2015-07-24 12:43:42.0,415
2015-07-24 12:43:42.0,388
